BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,SiteEUIWN(kBtu/sf),buildingage,UsageCount,ParkingRatio,FloorDensity,DistanceToDowntown_km
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63156,-122.37551,1.0,2,61929,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,60.70000076,88,1,0.0,3.2295047554457525e-05,4.305598932187561
NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62302,-122.36476,1.0,4,165111,55000,"Data Center, Office, Parking",Office,Parking,55000.0,Data Center,5444.0,231.3999939,25,3,0.33310924166167005,2.4226126666303275e-05,3.0808049476095976
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61588,-122.34965,1.0,3,20565,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,40.40000153,100,1,0.0,0.00014587892049598833,1.69981737241033
NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62175,-122.36313,1.0,5,159937,55971,"Office, Parking",Office,Parking,50258.0,Unknown,12311.108329416667,73.80000305,25,2,0.3499565453897472,3.126230953437916e-05,2.8982563944674924
NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62101,-122.36188,1.0,5,183964,46763,"Data Center, Office, Parking",Office,Parking,46763.0,Data Center,3750.0,108.3000031,17,3,0.2541964732230219,2.7179230719053727e-05,2.7740000788717936
NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.61891,-122.35958,1.0,5,208210,78848,"Office, Parking",Office,Parking,78848.0,Unknown,12311.108329416667,52.70000076,39,2,0.3786945871956198,2.401421641611834e-05,2.498136726451948
NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61813,-122.35833,1.0,7,277486,80283,"Office, Other, Parking",Office,Parking,87624.0,Other,14653.0,65.90000153,39,3,0.28932270456887915,2.5226497913408243e-05,2.371888852354647
NonResidential,Large Office,98121.0,7,DOWNTOWN,47.614,-122.35375,1.0,3,187130,0,"Non-Refrigerated Warehouse, Office, Other, Other - Recreation, Other - Services, Restaurant",Office,Non-Refrigerated Warehouse,9581.0,Other - Recreation,4413.0,54.59999847,32,6,0.0,1.6031635761235506e-05,1.8401943952763509
NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61287,-122.35022,1.0,5,251044,117867,"Data Center, Office",Office,Data Center,12717.0,Unknown,12311.108329416667,123.6999969,25,2,0.46950733735918804,1.9916827329073787e-05,1.5476591751136797
NonResidential,Warehouse,98101.0,7,DOWNTOWN,47.60703,-122.34038,1.0,5,154330,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,14.80000019,113,1,0.0,3.2398107950495694e-05,0.6275710542864312
NonResidential,Large Office,98006.0,7,DOWNTOWN,47.60604,-122.33948,1.0,6,108245,14690,"Adult Education, Fitness Center/Health Club/Gym, Office, Other - Restaurant/Bar, Parking, Retail Store",Office,Adult Education,14621.0,Parking,12359.0,47.5,107,6,0.1357106563813571,5.54298120005543e-05,0.5535662930075058
NonResidential,Large Office,98104.0,7,DOWNTOWN,47.6047,-122.33739,1.0,6,167860,0,"Data Center, Office, Retail Store",Office,Retail Store,19801.0,Data Center,634.0,53.90000153,120,3,0.0,3.574407244132015e-05,0.43024338324683054
NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60247,-122.33621,1.0,6,112560,0,"Office, Retail Store",Office,Retail Store,16080.0,Unknown,12311.108329416667,54.59999847,115,2,0.0,5.3304904051172706e-05,0.5166938807270135
NonResidential,Retail Store,98104.0,7,DOWNTOWN,47.60223,-122.33602,1.0,6,86204,0,Retail Store,Other,Retail Store,13534.0,Unknown,12311.108329416667,45.0,115,1,0.0,6.960233863857825e-05,0.5303266670989277
Nonresidential COS,Warehouse,98134.0,2,GREATER DUWAMISH,47.5829,-122.32417,1.0,2,145158,0,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,Office,48544.0,Other,10270.0,53.70000076,40,3,0.0,1.377809008115295e-05,2.658206982706191
NonResidential,Large Office,98134.0,2,GREATER DUWAMISH,47.58716,-122.32214,1.0,2,112896,0,"Office, Parking",Office,Parking,57500.0,Unknown,12311.108329416667,95.90000153,74,2,0.0,1.7715419501133787e-05,2.245016135122596
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.58685,-122.32501,1.0,1,110613,0,"Distribution Center, Office",Distribution Center,Office,11061.0,Unknown,12311.108329416667,9.199999809,65,2,0.0,9.040528690117797e-06,2.2163289026022985
NonResidential,Warehouse,98103.0,2,GREATER DUWAMISH,47.58553,-122.32511,1.0,4,149881,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,30288.0,Unknown,12311.108329416667,19.10000038,74,2,0.0,2.6687839018955038e-05,2.3574066666359985
NonResidential,Warehouse,98121.0,2,GREATER DUWAMISH,47.58042,-122.32552,1.0,3,98220,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,50.70000076,74,1,0.0,3.0543677458766035e-05,2.908761518132775
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.58096,-122.32313,1.0,1,84420,0,"Distribution Center, Office, Retail Store",Distribution Center,Office,24838.0,Retail Store,12349.0,35.40000153,55,3,0.0,1.1845534233593935e-05,2.8860403541694013
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.57055,-122.3267,1.0,1,73335,0,"Distribution Center, Parking",Distribution Center,Parking,0.0,Unknown,12311.108329416667,74.5,64,2,0.0,1.363605372605168e-05,3.9847318552137225
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.5794,-122.32848,1.0,2,56876,0,"Distribution Center, Office, Retail Store",Distribution Center,Office,4276.0,Retail Store,4200.0,35.40000153,97,3,0.0,3.5164216892889795e-05,2.9923626953656663
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.58241,-122.32866,1.0,2,61200,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,86.40000153,94,1,0.0,3.2679738562091506e-05,2.657874670920499
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.58772,-122.32686,1.0,1,111908,0,Distribution Center,Distribution Center,Unknown,31733.045428599267,Unknown,12311.108329416667,15.30000019,38,1,0.0,8.935911641705686e-06,2.0921093447159156
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.5908,-122.32828,3.0,2,63644,0,"Other - Public Services, Parking",Other - Public Services,Parking,0.0,Unknown,12311.108329416667,113.4000015,39,2,0.0,3.1424800452517124e-05,1.7361915699513764
NonResidential,Mixed Use Property,98134.0,2,GREATER DUWAMISH,47.59439,-122.32839,3.0,2,108753,18860,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store, Worship Facility",Non-Refrigerated Warehouse,Multifamily Housing,24338.0,Retail Store,18864.0,34.20000076,95,6,0.17342050334243653,1.8390297279155518e-05,1.3423504847099998
NonResidential,Supermarket / Grocery Store,98117.0,6,NORTHWEST,47.69197,-122.35877,1.0,1,141890,35545,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,0.0,Parking,0.0,103.0,55,2,0.2505109591937416,7.047713017125942e-06,9.744189317335021
NonResidential,Small- and Mid-Sized Office,98107.0,6,BALLARD,47.6633,-122.37549,1.0,4,92092,21055,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,68.69999695,24,1,0.22863006558658733,4.3434826043521695e-05,7.133223433185073
NonResidential,Warehouse,98199.0,7,MAGNOLIA / QUEEN ANNE,47.6592,-122.38437,0.0,3,56259,0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,Retail Store,20962.0,Office,3715.0,47.70000076,51,3,0.0,5.332480136511492e-05,7.0761503287685645
NonResidential,Other,98105.0,4,NORTHEAST,47.65529,-122.32133,1.0,6,143439,0,"Other, Parking",Other,Parking,23869.0,Unknown,12311.108329416667,215.1999969,19,2,0.0,4.18296279254596e-05,5.517897611906839
NonResidential,Large Office,98103.0,6,LAKE UNION,47.64912,-122.34823,1.0,4,202623,88855,"Fitness Center/Health Club/Gym, Office, Parking",Office,Parking,31992.0,Fitness Center/Health Club/Gym,6374.0,79.5,17,3,0.43852376087610984,1.9741095532096553e-05,4.9231853478601915
NonResidential,Small- and Mid-Sized Office,98103.0,6,LAKE UNION,47.64932,-122.35187,1.0,2,77174,25800,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,71.0,25,1,0.33430948246818876,2.5915463757223936e-05,5.018403604453065
NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62817,-122.34212,1.0,5,110524,0,"Office, Other, Parking",Office,Other,8634.0,Parking,0.0,63.90000153,27,3,0.0,4.523904310376027e-05,2.5557938849160826
NonResidential,Mixed Use Property,98109.0,3,LAKE UNION,47.6289,-122.32877,1.0,5,287224,103650,"Data Center, Office, Other, Parking",Parking,Office,88051.0,Other,54106.0,141.6000061,17,4,0.36086817257610787,1.7408016043227585e-05,2.5364353925260072
NonResidential,Laboratory,98102.0,3,LAKE UNION,47.63079,-122.32693,1.0,4,115748,18382,Laboratory,Laboratory,Unknown,31733.045428599267,Unknown,12311.108329416667,369.1000061,26,1,0.15881051940422297,3.4557832532743545e-05,2.7616054240889354
NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62225,-122.35915,1.0,7,241875,84689,"Office, Parking",Office,Parking,83425.0,Unknown,12311.108329416667,53.5,25,2,0.35013540051679587,2.8940568475452195e-05,2.701178100324377
NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.61949,-122.35639,1.0,5,102930,18720,"Office, Parking",Office,Parking,15164.0,Unknown,12311.108329416667,56.5,51,2,0.1818711745846692,4.85767026134266e-05,2.345020652340732
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61472,-122.35566,1.0,3,76893,0,"Office, Parking, Retail Store",Office,Parking,33380.0,Retail Store,15845.0,115.6999969,123,3,0.0,3.90152549646912e-05,2.00420150217269
NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61732,-122.34791,1.0,8,150000,23630,"Office, Parking",Office,Parking,23913.0,Unknown,12311.108329416667,77.69999695,50,2,0.15753333333333333,5.333333333333333e-05,1.7127421841737234
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61628,-122.33391,1.0,7,274362,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,60.40000153,72,1,0.0,2.5513737325139777e-05,1.129027472719538
NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61599,-122.34165,1.0,15,378002,116280,"Office, Parking",Office,Parking,71602.0,Unknown,12311.108329416667,67.5,42,2,0.3076174200136507,3.968232972312316e-05,1.3029028117288652
NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61481,-122.33969,1.0,11,169020,0,"Bar/Nightclub, Office, Personal Services (Health/Beauty, Dry Cleaning, etc)",Office,Bar/Nightclub,10337.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",8208.0,68.69999695,62,5,0.0,6.508105549639097e-05,1.1136994635783095
NonResidential,Other,98121.0,7,DOWNTOWN,47.61438,-122.33871,1.0,33,429405,0,"Data Center, Office",Data Center,Office,210409.0,Unknown,12311.108329416667,639.7999878,44,2,0.0,7.685052572746008e-05,1.0357893753560656
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61418,-122.33485,1.0,19,383515,89778,"Medical Office, Office, Parking",Office,Parking,84800.0,Medical Office,18799.0,49.0,44,3,0.2340925387533734,4.9541738915035914e-05,0.9109681680479852
NonResidential,Medical Office,98101.0,7,DOWNTOWN,47.6129,-122.33684,1.0,18,363934,28870,"Medical Office, Parking, Retail Store",Medical Office,Parking,27597.0,Retail Store,21519.0,76.30000305,100,3,0.079327570383641,4.945951738502036e-05,0.8254073798367632
NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.61203,-122.33486,1.0,4,78920,0,Retail Store,Retail Store,Unknown,31733.045428599267,Unknown,12311.108329416667,105.1999969,96,1,0.0,5.0684237202230105e-05,0.6804847135088559
NonResidential,Other,98101.0,7,DOWNTOWN,47.61289,-122.33531,1.0,0,947987,0,"Office, Other - Entertainment/Public Assembly, Other - Mall, Restaurant",Other - Mall,Other - Entertainment/Public Assembly,100000.0,Restaurant,80000.0,62.09999847,26,4,0.0,0.0,0.7818473959620272
NonResidential,Mixed Use Property,98122.0,3,EAST,47.61505,-122.32,1.0,4,55520,0,"Office, Performing Arts, Restaurant, Retail Store, Self-Storage Facility",Office,Performing Arts,15300.0,Self-Storage Facility,13400.0,70.30000305,117,5,0.0,7.204610951008646e-05,1.338344016992044
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61036,-122.34037,1.0,10,132998,0,"Office, Retail Store",Office,Retail Store,0.0,Unknown,12311.108329416667,29.20000076,117,2,0.0,7.518910058797877e-05,0.7735275254750286
NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.60956,-122.33715,1.0,3,83118,0,Retail Store,Retail Store,Unknown,31733.045428599267,Unknown,12311.108329416667,56.29999924,85,1,0.0,3.609326499675161e-05,0.5318986780949846
NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.60925,-122.33734,1.0,3,77555,0,Retail Store,Retail Store,Unknown,31733.045428599267,Unknown,12311.108329416667,106.0999985,101,1,0.0,3.868222551737477e-05,0.5189758807612945
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.60765,-122.34097,1.0,6,51218,0,"Office, Restaurant",Office,Restaurant,7044.0,Unknown,12311.108329416667,55.5,116,2,0.0,0.00011714631574836972,0.6842431537631488
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60765,-122.3348,1.0,29,489182,0,"Office, Other - Restaurant/Bar, Other - Technology/Science, Parking",Office,Parking,65451.0,Other - Technology/Science,9295.0,96.40000153,55,4,0.0,5.9282639181327196e-05,0.2587825550390684
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60769,-122.33544,1.0,27,216571,13320,"Office, Other - Technology/Science, Parking",Office,Parking,13320.0,Other - Technology/Science,6246.0,91.90000153,96,3,0.061504079493561,0.0001246704314058669,0.3002473657834576
NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60741,-122.33565,1.0,13,189175,0,"Office, Other",Office,Other,12645.0,Unknown,12311.108329416667,115.8000031,104,2,0.0,6.871943967226113e-05,0.2982172647835547
NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60582,-122.33464,1.0,13,293803,74481,"Office, Parking",Office,Parking,70603.0,Unknown,12311.108329416667,118.6999969,27,2,0.2535066013621372,4.4247335799838665e-05,0.19505642370962006
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60576,-122.33922,1.0,7,122356,0,"Data Center, Office, Retail Store",Office,Retail Store,15523.0,Data Center,182.0,41.90000153,115,3,0.0,5.721010820883324e-05,0.5360270050053983
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60366,-122.33328,1.0,3,52298,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,40.59999847,104,1,0.0,5.7363570308616006e-05,0.29596618672937836
NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60304,-122.33362,1.0,17,116640,0,"Financial Office, Food Service, Office, Other",Office,Financial Office,6561.0,Food Service,6333.0,73.59999847,114,4,0.0,0.00014574759945130316,0.36939342427257077
NonResidential,Medical Office,98104.0,3,EAST,47.60663,-122.32157,1.0,5,188339,99314,"Medical Office, Parking",Medical Office,Parking,67000.0,Unknown,12311.108329416667,104.9000015,37,2,0.5273151073330536,2.6547873780788896e-05,0.7908787568568764
NonResidential,University,98122.0,3,CENTRAL,47.6094,-122.31506,1.0,2,60122,0,"College/University, Parking",College/University,Parking,0.0,Unknown,12311.108329416667,12.39999962,109,2,0.0,3.3265693090715545e-05,1.3260820122776154
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.5981,-122.33369,1.0,6,95000,13700,"Office, Parking",Office,Parking,8474.0,Unknown,12311.108329416667,50.5,115,2,0.14421052631578948,6.31578947368421e-05,0.9085339426659542
NonResidential,Large Office,98104.0,7,DOWNTOWN,47.6029,-122.32927,1.0,9,224857,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,78.80000305,54,1,0.0,4.002543838973214e-05,0.42386833633002113
NonResidential,Large Office,98104.0,2,DOWNTOWN,47.59878,-122.33088,1.0,8,446261,124788,"Office, Parking",Office,Parking,114237.0,Unknown,12311.108329416667,39.5,27,2,0.27963008194755984,1.7926728976988803e-05,0.8301212308978801
NonResidential,Other,98104.0,2,GREATER DUWAMISH,47.59273,-122.33455,1.0,2,58492,0,Other,Other,Unknown,31733.045428599267,Unknown,12311.108329416667,31.60000038,86,1,0.0,3.419271011420365e-05,1.5090187856973465
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.58958,-122.33369,1.0,6,62370,0,"Office, Restaurant",Office,Restaurant,10408.0,Unknown,12311.108329416667,72.69999695,118,2,0.0,9.62000962000962e-05,1.8519012748180224
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.58454,-122.3269,1.0,1,73296,0,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,Parking,0.0,Unknown,12311.108329416667,34.79999924,65,2,0.0,1.3643309321108928e-05,2.4398417635892202
Nonresidential COS,Other,98134.0,2,GREATER DUWAMISH,47.5829,-122.32417,1.0,4,99122,0,"Office, Other",Other,Office,49086.0,Unknown,12311.108329416667,146.5,81,2,0.0,4.035431084925647e-05,2.658206982706191
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.58251,-122.32528,1.0,1,66133,0,"Non-Refrigerated Warehouse, Office, Other",Other,Office,13805.0,Non-Refrigerated Warehouse,2408.0,84.80000305,40,3,0.0,1.5121043956874783e-05,2.683392069075694
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57613,-122.33864,1.0,2,115668,0,"Data Center, Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,Office,8068.0,Retail Store,4270.0,33.59999847,73,4,0.0,1.7290866964069578e-05,3.37940941426997
NonResidential,Other,98108.0,2,GREATER DUWAMISH,47.56301,-122.32564,1.0,1,141686,0,Other,Other,Unknown,31733.045428599267,Unknown,12311.108329416667,44.79999924,55,1,0.0,7.057860339059611e-06,4.826887032490713
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.55695,-122.33176,1.0,1,93610,0,"Data Center, Office",Office,Data Center,502.0,Unknown,12311.108329416667,65.0,75,2,0.0,1.0682619378271552e-05,5.476409514386426
NonResidential,Large Office,98108.0,2,GREATER DUWAMISH,47.55238,-122.32762,1.0,2,156188,0,"Office, Parking",Office,Parking,0.0,Unknown,12311.108329416667,50.59999847,52,2,0.0,1.2805081056163086e-05,5.9939380568353595
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.54923,-122.32446,1.0,1,115620,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,34.29999924,59,1,0.0,8.64902266043937e-06,6.3606445087255565
NonResidential,Large Office,98108.0,2,GREATER DUWAMISH,47.54699,-122.32882,1.0,5,238148,0,"Office, Parking",Office,Parking,5616.0,Parking,5616.0,43.90000153,50,2,0.0,2.0995347431009287e-05,6.588447327918725
NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,47.54326,-122.33134,1.0,1,71718,0,Distribution Center,Distribution Center,Unknown,31733.045428599267,Unknown,12311.108329416667,2.099999905,56,1,0.0,1.3943500934214563e-05,6.998840890785821
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.53628,-122.3329,1.0,1,55450,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,21244.0,Unknown,12311.108329416667,87.30000305,56,2,0.0,1.8034265103697025e-05,7.774980910927559
NonResidential,Distribution Center,98108.0,1,GREATER DUWAMISH,47.52549,-122.33064,1.0,1,54880,0,Distribution Center,Distribution Center,Unknown,31733.045428599267,Unknown,12311.108329416667,54.79999924,46,1,0.0,1.8221574344023323e-05,8.975211016435441
NonResidential,Retail Store,98126.0,1,DELRIDGE,47.52222,-122.36892,1.0,1,102500,0,"Parking, Retail Store",Retail Store,Parking,0.0,Unknown,12311.108329416667,77.69999695,33,2,0.0,9.75609756097561e-06,9.73822773262207
NonResidential,Other,98105.0,4,NORTHEAST,47.66478,-122.29804,1.0,6,361398,272900,"Non-Refrigerated Warehouse, Other, Parking, Retail Store",Parking,Retail Store,63419.0,Non-Refrigerated Warehouse,15757.0,111.4000015,23,4,0.7551231606151667,1.6602194810153904e-05,6.99589463763939
NonResidential,Supermarket / Grocery Store,98144.0,2,GREATER DUWAMISH,47.57903,-122.29982,1.0,1,50785,0,Supermarket/Grocery Store,Supermarket/Grocery Store,Unknown,31733.045428599267,Unknown,12311.108329416667,277.2999878,62,1,0.0,1.9690853598503495e-05,3.8713121825025243
NonResidential,Small- and Mid-Sized Office,98106.0,1,Delridge,47.54103,-122.33766,1.0,3,85126,0,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,467.0,96,1,0.0,3.524187674740972e-05,7.258566832970741
NonResidential,Other,98125.0,5,North,47.70911,-122.32529,1.0,5,303255,19820,"Other, Parking, Restaurant, Retail Store",Parking,Retail Store,298043.0,Other,5636.0,36.5,25,4,0.06535753738602826,1.6487774315345173e-05,11.454431168332155
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.56613,-122.33838,1.0,1,411584,0,"Distribution Center, Non-Refrigerated Warehouse, Refrigerated Warehouse",Distribution Center,Non-Refrigerated Warehouse,83683.0,Refrigerated Warehouse,35760.0,41.70000076,39,3,0.0,2.429637692427305e-06,4.48040550670212
NonResidential,Mixed Use Property,98104.0,7,DOWNTOWN,47.59937,-122.33116,1.0,4,73320,0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,Office,23277.0,Retail Store,6540.0,23.0,123,3,0.0,5.455537370430988e-05,0.762724379685891
NonResidential,Large Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,1.0,4,242686,100176,"Office, Parking",Office,Parking,76364.0,Unknown,12311.108329416667,65.0,17,2,0.4127803004705669,1.6482203340942617e-05,3.3841910981466627
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.5992,-122.33223,1.0,6,95760,15840,Office,Office,Unknown,31733.045428599267,Unknown,12311.108329416667,58.29999924,125,1,0.16541353383458646,6.265664160401002e-05,0.7784255091787186
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.56733,-122.3352,1.0,1,179413,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,19.39999962,79,1,0.0,5.573732115287075e-06,4.328395345114785
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.57513,-122.33739,0.0,1,65288,0,"Non-Refrigerated Warehouse, Office, Other - Services, Retail Store",Non-Refrigerated Warehouse,Other - Services,5000.0,Retail Store,5000.0,8.600000381,108,4,0.0,1.531675039823551e-05,3.477528406911915
NonResidential,Warehouse,98106.0,1,Delridge,47.5725,-122.3571,1.0,1,170632,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,5826.0,Unknown,12311.108329416667,3.599999905,59,2,0.0,5.860565427352431e-06,4.190120778537939
NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63264,-122.34171,1.0,10,381511,0,"Office, Parking",Office,Parking,168978.0,Unknown,12311.108329416667,52.29999924,31,2,0.0,2.621156401781338e-05,3.02694040069175
NonResidential,Large Office,98104.0,3,DOWNTOWN,47.60214,-122.32726,1.0,17,413264,138098,"Office, Parking",Office,Parking,94781.0,Unknown,12311.108329416667,46.09999847,16,2,0.33416411785202677,4.1135932478996476e-05,0.5792086071020305
NonResidential,Mixed Use Property,98105.0,4,NORTHEAST,47.6586,-122.3124,1.0,6,122400,54300,"Multifamily Housing, Office, Parking, Retail Store",Office,Parking,33399.0,Multifamily Housing,20740.0,70.69999695,16,4,0.44362745098039214,4.901960784313725e-05,6.010699947034445
NonResidential,Retail Store,98105.0,4,NORTHEAST,47.66246,-122.29898,1.0,2,93803,0,"Non-Refrigerated Warehouse, Other, Restaurant, Retail Store",Retail Store,Restaurant,2950.0,Other,2500.0,59.90000153,69,4,0.0,2.1321279703207787e-05,6.730087149857371
NonResidential,Warehouse,98118.0,2,GREATER DUWAMISH,47.51304,-122.28394,1.0,2,123000,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,24433.0,Unknown,12311.108329416667,21.89999962,59,2,0.0,1.6260162601626015e-05,10.97116978248967
NonResidential,Medical Office,98122.0,3,EAST,47.6056366,-122.3214798,1.0,5,275130,112980,Medical Office,Medical Office,Unknown,31733.045428599267,Unknown,12311.108329416667,55.90000153,22,1,0.4106422418493076,1.8173227201686474e-05,0.7986627611136754
NonResidential,Warehouse,98136.0,2,GREATER DUWAMISH,47.51168,-122.28285,1.0,1,60448,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,7746.0,Unknown,12311.108329416667,19.29999924,47,2,0.0,1.6543144520910536e-05,11.140946024601009
NonResidential,Other,98121.0,7,MAGNOLIA / QUEEN ANNE,47.61915,-122.35871,3.0,4,62600,0,Other,Other,Unknown,31733.045428599267,Unknown,12311.108329416667,58.70000076,97,1,0.0,6.389776357827476e-05,2.460159637442104
NonResidential,Mixed Use Property,98122.0,3,EAST,47.60453796,-122.3203278,1.0,4,77412,21612,"Office, Other, Parking",Other,Office,19200.0,Parking,17000.0,60.09999847,21,3,0.27918152224461323,5.167157546633597e-05,0.9017191882984125
NonResidential,Medical Office,98122.0,3,EAST,47.60796711,-122.3195445,1.0,5,289419,159157,"Medical Office, Parking",Medical Office,Parking,139000.0,Unknown,12311.108329416667,87.69999695,35,2,0.5499189756028457,1.727599086445603e-05,0.9615620904600471
NonResidential,Other,98115.0,5,NORTH,47.6993,-122.32378,1.0,5,90266,0,Financial Office,Financial Office,Unknown,31733.045428599267,Unknown,12311.108329416667,90.80000305,38,1,0.0,5.539184188952651e-05,10.370988612138044
NonResidential,Warehouse,98107.0,6,Ballard,47.6582,-122.36434,1.0,4,87332,6458,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Unknown,31733.045428599267,Unknown,12311.108329416667,13.60000038,21,1,0.07394769385792149,4.580222598818303e-05,6.266526584682161
NonResidential,Hotel,98122.0,3,EAST,47.61210727,-122.3205972,1.0,6,150545,50017,"Hotel, Parking",Hotel,Parking,50017.0,Unknown,12311.108329416667,138.8999939,22,2,0.33223952970872495,3.985519279949517e-05,1.0839993729423756
NonResidential,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62147,-122.34817,1.0,5,141718,0,"Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,Restaurant,5803.0,Unknown,12311.108329416667,135.8000031,26,2,0.0,3.5281333352150045e-05,2.0818426782326154
